1.48029736617e-09 -108908.628458 -165473.81336 88291.5615914 121309.882312 -82137.1385746 -95286.0414878 65933.0080922 61313.927006 -65768.4776372 -51749.2461069 47057.3019998 27272.5206595 -49376.0863839 -27248.4414651 31054.7194493 8536.17098711 -35804.9308908 -14224.3012709 18715.8122429 -1181.46467742 -25634.0879095 -7850.09322311 9786.26249531 -5816.50415159 -18503.9967468 -5143.55824206 3623.79176645 -7737.30387809 -13763.0218157 -4336.3652432 -471.690583993 -8311.52057188 -10759.5841265 -4425.79154583 -3111.60091181 -8292.26166499 -8952.0586496 -4873.12642098 -4773.36975241 -8069.69113449 -7931.83326609 -5409.40392588 -5803.92577073 -7828.68021483 -7409.77042787 -5915.14193776 -6442.28287175 -7643.8948421 -7191.02663931 -6348.78229047 -6846.04034832 -7534.89124318 -7149.63367331 -6705.97443828 -7115.12544904 -7496.61231617 -7207.18014988 -6997.55552252 -7310.54588958 -7515.28326911 -7316.74929333 -7238.48738343 -7468.07496697 -7576.02312589 -7451.40479543 -7442.85849665 -7607.77651053 -7665.98808326 -7596.42988672 -7622.0893099 -7740.29298047 -7775.25147015 -7744.29048437 -7784.67546979 -7870.84674753 -7896.66292406 -7891.49019875 -7936.57154547 -8001.69116061 -8025.33438649 -8036.68045594 -8081.76033892 -8133.55395173 -8158.06613964 -8179.57088749 -8222.80021697 -8266.45038776 -8292.84449371 -8320.33091167 -8361.27341938 -8400.11706595 -8428.45039198 -8459.28114347 -8498.12172648 -8534.22654441 -8564.17586159 -8596.74847831 -8633.88284612 -8668.48132115 -8699.62926782 
46285.2035265 -107367.811896 -165413.455956 87500.7262025 121237.967539 -81662.3486268 -95393.3297714 65474.4224063 61342.7233164 -65494.3759439 -51888.8499059 46767.5327059 27316.0508883 -49236.205739 -27384.7760958 30870.7052728 8570.89694738 -35748.2164167 -14344.4928891 18595.60324 -1163.52937005 -25626.7165531 -7951.80988884 9703.10926968 -5815.70801534 -18524.6159955 -5228.92597874 3561.18882447 -7750.93487094 -13798.7041049 -4408.89370604 -523.557791029 -8336.1261214 -10802.8208427 -4488.95602633 -3158.32553567 -8324.67800808 -8998.68710027 -4929.82029085 -4817.97808893 -8107.39402648 -7979.67730893 -5461.81932582 -5847.94491553 -7869.81340401 -7457.78453289 -5964.8375121 -6486.40422343 -7687.16937923 -7238.77697914 -6396.81361097 -6890.51604978 -7579.45236324 -7196.99559512 -6753.02702891 -7159.99502379 -7541.91527421 -7254.16988884 -7044.05787593 -7355.75976705 -7560.99399059 -7363.43498464 -7284.69725467 -7513.55717647 -7621.94463538 -7497.86348559 -7488.92468888 -7653.45339689 -7712.0092518 -7642.72933747 -7668.09367073 -7786.10397496 -7821.31290361 -7790.48363854 -7830.66029234 -7916.74638808 -7942.73515288 -7937.61548123 -7982.55675571 -8047.64737742 -8071.40444038 -8082.76429134 -8127.75387524 -8179.54518374 -8204.12960354 -8225.63066372 -8268.80404583 -8312.46272428 -8338.90100523 -8366.37762726 -8407.28686061 -8446.14186939 -8474.50122177 -8505.32149255 -8544.14318336 -8580.25865451 -8610.22270279 -8642.7863738 -8679.91062893 -8714.51778125 -8745.67369627 
90079.0386997 -104487.984521 -164805.536091 85979.268879 120585.25381 -80763.0338035 -95141.4232355 64617.1873704 61104.2532075 -64900.2794494 -51863.2135465 46197.8810681 27236.9027996 -48874.5942258 -27457.3691627 30497.7410795 8559.27984543 -35546.1811995 -14451.5529711 18351.8520425 -1155.26581461 -25528.6807857 -8062.97063772 9541.43769834 -5809.47434584 -18491.5489184 -5331.69614373 3449.82442096 -7754.89614893 -13804.6486756 -4499.77085858 -605.260682004 -8351.74132692 -10831.2393511 -4568.51974608 -3223.29654268 -8350.56808283 -9039.44317453 -5000.15256434 -4874.01230551 -8141.31452979 -8026.79637772 -5525.24945503 -5899.55155812 -7909.56021505 -7507.89502945 -6023.4094884 -6536.06882383 -7730.92067138 -7290.07513353 -6452.12480952 -6939.52629385 -7625.83790895 -7248.58446031 -6806.23735598 -7208.95964951 -7589.96694353 -7305.65355457 -7095.96570535 -7404.92301737 -7610.06029963 -7414.67731525 -7335.82855007 -7562.98135253 -7671.60490452 -7548.85182943 -7539.61256279 -7703.11980469 -7762.00207451 -7693.50110911 -7718.54121009 -7835.96555368 -7871.48199965 -7841.08951415 -7880.98646554 -7966.75284409 -7992.99093708 -7988.10290315 -8032.82815988 -8097.75548753 -8121.69806259 -8133.17159284 -8178.00574108 -8229.72162371 -8254.43612013 -8275.98629428 -8319.05358675 -8362.68353005 -8389.20888655 -8416.701486 -8457.54143966 -8496.39067877 -8524.80605595 -8555.62686155 -8594.40511745 -8630.52476609 -8660.52357175 -8693.08176444 -8730.1798898 -8764.79446278 -8795.97118975 
131056.410921 -100419.389279 -163604.657714 83785.0045897 119282.606062 -79486.2638173 -94469.0329469 63389.0467915 60547.1677512 -64007.2935182 -51630.939812 45358.9490712 27000.4507264 -48298.5142391 -27439.3520433 29937.7532237 8478.83466691 -35199.6835746 -14528.7619898 17982.6439901 -1170.79967445 -25338.3338864 -8173.64235423 9298.04428803 -5806.42932441 -18402.5507998 -5446.3010673 3286.42647223 -7754.33888752 -13778.8436958 -4606.13474391 -719.648791954 -8361.4048558 -10843.3418063 -4663.23489534 -3308.81808208 -8371.73699056 -9073.36622014 -5083.79859875 -4943.27308474 -8172.5696032 -8072.68691717 -5599.87160363 -5960.14234976 -7948.67507183 -7559.94868973 -6091.29032897 -6592.37473872 -7775.72703022 -7345.01876295 -6515.26545689 -6993.96091144 -7674.55156759 -7304.66869778 -6866.19897564 -7262.77046367 -7641.24817473 -7362.01094639 -7153.88091918 -7458.69806561 -7662.9640518 -7470.92595546 -7392.4762409 -7616.95529201 -7725.49589936 -7604.86168042 -7595.50539676 -7757.35117894 -7816.47048569 -7749.26149318 -7774.00358449 -7890.43480882 -7926.27339108 -7896.63790121 -7936.21596638 -8021.41332923 -8047.95334376 -8043.48926171 -8087.9404117 -8152.55774575 -8176.74447085 -8188.44248033 -8233.06538777 -8284.62329358 -8309.51914778 -8331.1792341 -8374.09476857 -8417.65201868 -8444.30438726 -8471.84428009 -8512.58079404 -8551.40258146 -8579.90290525 -8610.73893145 -8649.44972706 -8685.56412076 -8715.61754369 -8748.17605897 -8785.23195232 -8819.85083986 -8851.06143577 
168842.770492 -95105.5283336 -161796.240577 80899.845104 117319.721809 -77810.5366935 -93367.9946777 61769.4431243 59664.5899264 -62801.1658663 -51189.5648125 44237.3910684 26604.3811294 -47498.8093907 -27331.0840208 29182.1587357 8329.27660352 -34703.1998179 -14577.6211044 17482.5365367 -1209.68476693 -25052.5921408 -8285.62380192 8969.49670525 -5806.01838866 -18256.1010058 -5574.45859536 3068.80845814 -7748.85872853 -13720.7285126 -4729.48785449 -868.163385735 -8364.93752882 -10839.1330898 -4774.37152937 -3415.90308875 -8388.22227265 -9100.77943463 -5181.82755748 -5026.53875661 -8201.37419848 -8117.84161764 -5686.59937615 -6030.37502621 -7987.50560556 -7614.52181727 -6169.28142736 -6655.92329019 -7822.02945543 -7404.22061081 -6586.95999409 -7054.39912763 -7726.09696084 -7365.87309338 -6933.58590234 -7322.00159183 -7696.30284529 -7423.86745768 -7218.44569272 -7517.66135834 -7720.27410136 -7532.80236129 -7455.26323507 -7676.06027375 -7784.20137311 -7666.50944485 -7657.21483444 -7816.73381588 -7876.00674763 -7810.62226843 -7835.0861835 -7950.10230113 -7986.28397725 -7957.73687231 -7996.95091334 -8081.32167015 -8108.2216355 -8104.3799095 -8148.49406026 -8212.65032473 -8237.14402394 -8249.18041936 -8293.53272419 -8344.84797324 -8369.97947345 -8391.81170553 -8434.52733051 -8477.96702693 -8504.78839766 -8532.40744964 -8573.00470999 -8611.77708858 -8640.39262525 -8671.25867334 -8709.87692755 -8745.97664908 -8776.10539638 -8808.669965 -8845.66687614 -8880.28709905 -8911.54513625 
203004.604122 -88550.0184061 -159351.311011 77332.1632713 114679.372832 -75727.4887808 -91821.2433223 59747.2861659 58441.7557355 -61274.8817703 -50529.7228728 42824.6419925 26040.5468908 -46469.9202378 -27128.0416115 28224.5074106 8106.20715179 -34052.7932079 -14596.3590392 16846.8250813 -1274.25863361 -24668.9298067 -8398.62276272 8552.41942223 -5809.50876974 -18050.7619737 -5716.61497323 2794.54927325 -7739.21318931 -13629.6444402 -4870.60497125 -1052.57163892 -8362.88907792 -10818.4826307 -4902.81941803 -3545.88853342 -8400.51754958 -9121.89487755 -5295.14223421 -5124.87371281 -8228.23402747 -8162.68617126 -5786.30678736 -6111.14758206 -8026.59406669 -7672.16820281 -6258.21656872 -6727.51479048 -7870.41024678 -7468.30808505 -6668.00418756 -7121.58643658 -7781.09108567 -7432.86542972 -7009.16295624 -7387.36938392 -7755.77492755 -7491.91156613 -7290.40184388 -7582.51493993 -7782.6538984 -7601.00466861 -7524.91515593 -7740.99216427 -7848.39806607 -7734.49704041 -7725.45572284 -7881.9615789 -7941.29635199 -7878.28621156 -7902.49691491 -8015.66185158 -8052.20476445 -8025.08880964 -8063.89493725 -8147.17242474 -8174.49017893 -8171.47640354 -8215.19020424 -8278.72869873 -8303.59305845 -8316.0861234 -8360.1074143 -8411.09197412 -8436.51453956 -8458.5837119 -8501.05017357 -8544.32554257 -8571.35895214 -8599.09046083 -8639.51171488 -8678.21169065 -8706.97354885 -8737.88517804 -8776.38509021 -8812.46019844 -8842.68560207 -8875.26232594 -8912.18299089 -8946.80133351 -8978.12082176 
233037.651315 -80807.152672 -156231.976577 73097.2446904 111348.607406 -73226.8033807 -89813.8662027 57310.1030662 56865.3578642 -59420.7030696 -49643.3929085 41111.4509437 25301.8183133 -45206.1007809 -26826.6394424 27058.0196636 7805.86117753 -33244.5769195 -14583.8560155 16070.6575649 -1366.50299138 -24184.9683988 -8512.79902548 8043.3673297 -5817.99739639 -17785.2748757 -5873.53411135 2461.18134287 -7726.10763989 -13505.1129704 -5030.49166945 -1274.68930942 -8355.82959897 -10781.429514 -5049.64528452 -3700.17139403 -8409.17978779 -9137.08068744 -5424.79044466 -5239.41538501 -8253.74267475 -8207.78973644 -5899.99482409 -6203.44248971 -8066.58393665 -7733.57490634 -6359.04685685 -6808.0428718 -7921.55978928 -7538.03437325 -6759.30629238 -7196.36808154 -7840.26226019 -7506.4338546 -7093.80548306 -7459.69439603 -7820.42093843 -7566.94855396 -7370.6010283 -7654.06795085 -7850.87961172 -7676.34552639 -7602.26752333 -7812.55574392 -7918.87540018 -7809.63947148 -7801.05299126 -7953.83836397 -8013.13718362 -7953.06836379 -7977.05408936 -8087.91797051 -8124.83888846 -8099.50787666 -8137.86234679 -8219.7711958 -8247.56523442 -8245.59183313 -8288.84083557 -8351.59958094 -8376.89962226 -8389.97170871 -8433.60018344 -8484.16294677 -8509.93337526 -8532.30660395 -8574.47337393 -8617.5359323 -8644.82558891 -8672.70411357 -8712.91159071 -8751.51527577 -8780.4554608 -8811.42887213 -8849.7838936 -8885.82402051 -8916.1680548 -8948.76333152 -8985.58996886 -9020.20304095 -9051.59842889 
258352.181865 -72026.410622 -152388.660986 68220.125091 107316.142508 -70299.0297176 -87331.1148639 54446.0462637 54921.8190961 -57231.6500017 -48522.4174914 39088.8676814 24380.8104079 -43702.1415293 -26423.1880936 25676.0168422 7424.21694049 -32275.0252311 -14538.9483989 15149.1741847 -1488.64157302 -23598.5799491 -8628.32225918 7438.82567752 -5832.79988166 -17458.5687791 -6046.03046547 2066.13247406 -7710.44237218 -13346.8106259 -5210.23295105 -1536.45558883 -8344.50424142 -10728.1518952 -5216.01508111 -3880.28133158 -8414.92617036 -9146.83714955 -5571.93243423 -5371.43775164 -8278.64365628 -8253.85124463 -6028.78546042 -6308.37982681 -8108.26188293 -7799.55849671 -6472.84992895 -6898.53862184 -7976.30743664 -7614.28266957 -6861.90440957 -7279.72602121 -7904.47527311 -7587.49740735 -7188.52042158 -7539.93306288 -7891.13232138 -7649.91536532 -7460.02754086 -7733.2647302 -7925.86173678 -7759.76986798 -7688.28905796 -7891.69046961 -7996.55658871 -7892.88449446 -7884.96511691 -8033.30235772 -8092.46075074 -8035.91683347 -8059.70967252 -8167.80919581 -8205.12302283 -8181.94152464 -8219.80114688 -8300.05745375 -8328.38658714 -8327.67271461 -8370.39165853 -8432.20344731 -8458.0053077 -8471.78281174 -8514.95545568 -8565.00224435 -8591.17857435 -8613.92531081 -8655.74069576 -8698.54023783 -8726.13143302 -8754.19281729 -8794.14779607 -8832.63038957 -8861.78175251 -8892.83381216 -8931.01668564 -8967.01101625 -8997.49627087 -9030.11681492 -9066.8311465 -9101.43536851 -9132.9215299 
278254.438564 -62477.030976 -147759.541076 62733.644897 102572.022444 -66935.0874103 -84358.7289338 51143.4708107 52597.5332946 -54701.2127761 -47158.7761479 36747.9923803 23270.0643446 -41953.2354491 -25914.1003918 24071.7838471 6957.12077248 -31140.9255656 -14460.5802864 14077.4327731 -1643.06282744 -22907.8845255 -8745.48193232 6735.16800845 -5855.40884893 -17069.7804838 -6235.04900584 1606.69910331 -7693.2960116 -13154.5984932 -5411.05269359 -1839.95380518 -8329.83343594 -10658.9997393 -5403.23995682 -4087.89994683 -8418.64514034 -9151.82959283 -5737.87832395 -5522.37117552 -8303.84815582 -8301.73124384 -6173.95392712 -6427.23838297 -8152.57949127 -7871.09554396 -6600.85867219 -7000.19283277 -8035.64552628 -7698.09554202 -6976.99365326 -7372.80239218 -7974.75651488 -7677.13429296 -7294.47298914 -7629.20212723 -7968.96145035 -7741.90812619 -7559.82466913 -7821.20986817 -8008.67099756 -7852.38191167 -7784.10781069 -7979.49594406 -8082.52491715 -7985.33926822 -7978.31009418 -8121.45179435 -8180.35846017 -8127.939241 -8151.57528476 -8256.43403001 -8294.15366737 -8273.49680676 -8310.8190835 -8389.13057495 -8418.0538147 -8418.82523337 -8460.9481438 -8521.64063953 -8548.01147794 -8562.62478126 -8605.27744475 -8654.71105424 -8681.35250213 -8704.54450431 -8745.955702 -8788.44031604 -8816.3793863 -8844.66074931 -8884.32359416 -8922.65938697 -8952.05560025 -8983.2038401 -9021.18662264 -9057.12389639 -9087.7735608 -9120.42640617 -9157.0096733 -9191.60127471 -9223.1934994 
291923.021065 -52550.5353077 -142270.671405 56676.8353033 97106.7224685 -63126.3800923 -80882.8310074 47390.9498515 49878.7354483 -51823.3883028 -45544.5444228 34079.9411608 21961.9533933 -39955.0030557 -25295.8763414 22238.5261615 6400.21821176 -29839.400165 -14347.8073296 12850.3647662 -1832.37320939 -22111.2721971 -8864.70346028 5928.61378286 -5887.53776364 -16618.2782559 -6441.68889122 1080.00624189 -7675.96377778 -12928.5480489 -5634.34168359 -2187.44929792 -8312.94800277 -10574.5225342 -5612.80668669 -4324.8968922 -8421.42981505 -9152.91759785 -5924.1197758 -5693.83720392 -8330.46759162 -8352.48220222 -6336.9609655 -6561.48953747 -8200.68546464 -7949.35368059 -6744.49469569 -7114.38949784 -8100.76144117 -7790.70649741 -7105.959006 -7476.93241946 -8052.3262505 -7776.61374626 -7413.0190963 -7728.81125352 -8055.15365044 -7844.21421393 -7671.3269798 -7919.20067174 -8100.57074753 -7955.47734675 -7891.04356961 -8077.26430331 -8178.05593531 -8088.30261526 -8082.39785389 -8219.57729167 -8278.11385855 -8230.43501446 -8253.95459551 -8355.08325921 -8393.21940292 -8375.47268125 -8412.21597469 -8488.28213275 -8517.85854783 -8520.34754574 -8561.80786815 -8621.20365325 -8648.21155722 -8663.79499321 -8705.86247895 -8754.58269841 -8781.74959359 -8805.46092002 -8846.4140744 -8888.53014848 -8916.86443323 -8945.4041735 -8984.73437 -9022.89674346 -9052.57227543 -9083.83490049 -9121.58898618 -9157.4574928 -9188.29534217 -9220.98785127 -9257.42082742 -9291.99584305 -9323.70983055 
